Business Name, Page Name, Website URL, CTA, Ad Link, Phone Numbers, WhatsApp Links
Real Electronics Co.,Real Electronics Co.,,,https://www.facebook.com/ads/library/ad/?id=2091473224761755,+252619998220 / +868476972973453,
Shifo Specialist Hospital Galkia,Shifo Specialist Hospital Galkia,,,https://www.facebook.com/ads/library/ad/?id=1500863501517497,+252907755214 / +252617578829,
Ramadan Private School RPS,Ramadan Private School RPS,,,https://www.facebook.com/ads/library/ad/?id=1498721114807512,+0906790095 / +252906790095,https://wa.me/252906790095
Adult Commercial Secondary School,Adult Commercial Secondary School,,,https://www.facebook.com/ads/library/ad/?id=1028610656282398,,
Raqiis Electronics Mobiles and Computers,Raqiis Electronics Mobiles and Computers,,,https://www.facebook.com/ads/library/ad/?id=1492238948842090,+252611202415,https://wa.me/2526112024150
IOM Somalia,IOM Somalia,,,https://www.facebook.com/ads/library/ad/?id=1005719368831414,,
Safa Clinic,Safa Clinic,,,https://www.facebook.com/ads/library/ad/?id=909639552178570,+0610830496 / +0619839295 / +909639552178570,
Dhisme.net,Dhisme.net,https://dhisme.net/,,https://www.facebook.com/ads/library/ad/?id=1743746596815908,+252636615111 / +0001000,
Indhogelle Travel Agency,Indhogelle Travel Agency,,,https://www.facebook.com/ads/library/ad/?id=1556628962487295,+252614440044,
Macruuf Dental Clinic,Macruuf Dental Clinic,,,https://www.facebook.com/ads/library/ad/?id=4506922916246391,+0634635673,
Dr.Sumait Hospitals,Dr.Sumait Hospitals,,,https://www.facebook.com/ads/library/ad/?id=1028422046550145,+613949999,
Ustaad Ahmed Hassan Qamaan,Ustaad Ahmed Hassan Qamaan,,,https://www.facebook.com/ads/library/ad/?id=1368731788459284,+252615382394 / +0633343333 / +0615382394 / +0625466651 / +0906825945 / +0903561329 / +60056253 / +37126152 / +308019010401 / +100904520001 / +0061564300 / +1000648759,https://wa.me/252615382394
CARWO Golden,CARWO Golden,,,https://www.facebook.com/ads/library/ad/?id=1338270974427909,+252634075993 / +252636387999 / +634075993 / +0657500154,
Rajo Clinic & Pharmacy,Rajo Clinic & Pharmacy,,,https://www.facebook.com/ads/library/ad/?id=1006059162145559,,
Hegan Specialist Hospital,Hegan Specialist Hospital,,,https://www.facebook.com/ads/library/ad/?id=2274045413418040,,
Al Raxma polyclic Center,Al Raxma polyclic Center,,,https://www.facebook.com/ads/library/ad/?id=886402344532603,+0615724444 / +886402344532603,
Daru-sixa Dental Clinics,Daru-sixa Dental Clinics,,,https://www.facebook.com/ads/library/ad/?id=2258701854902686,+252615804343,
Swedish Medical Center,Swedish Medical Center,,,https://www.facebook.com/ads/library/ad/?id=1640453497160697,+0638981060,
Horyaal Business Center HBC,Horyaal Business Center HBC,,,https://www.facebook.com/ads/library/ad/?id=1044352178054057,+0615288400 / +0615974089 / +0615501311 / +617932044,
GMC Hospital - Galkacyo Medical Center,GMC Hospital - Galkacyo Medical Center,,,https://www.facebook.com/ads/library/ad/?id=1743990876619510,+252906884444 / +904706666 / +907752233,
Moumin Technology Ltd.,Moumin Technology Ltd.,,,https://www.facebook.com/ads/library/ad/?id=2867838096912472,+634633020,
Beerta Daarusalaam,Beerta Daarusalaam,,,https://www.facebook.com/ads/library/ad/?id=1356843996391568,,
Beytul Baraka Herbal & Physiotherapy,Beytul Baraka Herbal & Physiotherapy,,,https://www.facebook.com/ads/library/ad/?id=4436232850026247,,
Dr.Najib mohamed salad,Dr.Najib mohamed salad,,,https://www.facebook.com/ads/library/ad/?id=1316318530583044,,
Getuni,Getuni,,,https://www.facebook.com/ads/library/ad/?id=1799961458050172,+05059086115 / +905523674336 / +905070775933 / +905384607206 / +0613363603 / +25377843761,
Khartoum Dermatology and Cosmetology Center,Khartoum Dermatology and Cosmetology Center,,,https://www.facebook.com/ads/library/ad/?id=1784897495997129,,
Janagale Group - Auto spare parts,Janagale Group - Auto spare parts,,,https://www.facebook.com/ads/library/ad/?id=4493900694213311,+617111111 / +252614904444,
Rozana Somalia,Rozana Somalia,https://rozanasomalia.com/,shop now,https://www.facebook.com/ads/library/ad/?id=975185268858011,+975185268858011 / +252613556565,
Daryeel Wellness & Services,Daryeel Wellness & Services,,,https://www.facebook.com/ads/library/ad/?id=1333474498286858,,
Yardimeli Specialist Hospital,Yardimeli Specialist Hospital,,,https://www.facebook.com/ads/library/ad/?id=1889395138398800,,
MuuQsame Tech,MuuQsame Tech,,,https://www.facebook.com/ads/library/ad/?id=4468943983395432,+613693606,
Salsabiil Travel Agency Hajj & Umrah service,Salsabiil Travel Agency Hajj & Umrah service,,,https://www.facebook.com/ads/library/ad/?id=1691447132063902,+633331911 / +0634418497 / +0634272312 / +0634145083 / +0634339450,
Aburaas Market,Aburaas Market,,,https://www.facebook.com/ads/library/ad/?id=982985504320175,+252633061511 / +0633061511 / +0633339030 / +982985504320175,
Rajo treval and cargo agancy,Rajo treval and cargo agancy,,,https://www.facebook.com/ads/library/ad/?id=1279382010930792,+614969625,
Jazeera Specialist Hospital,Jazeera Specialist Hospital,,,https://www.facebook.com/ads/library/ad/?id=989447970588580,+989447970588580,
Isku Dawaynta Qubada,Isku Dawaynta Qubada,,,https://www.facebook.com/ads/library/ad/?id=2781318642247888,+0615340040,
Udub Style,Udub Style,,,https://www.facebook.com/ads/library/ad/?id=1560698622255874,+0770999985,
Mudug Regional Hospital,Mudug Regional Hospital,,,https://www.facebook.com/ads/library/ad/?id=1574902230739474,+252907795675,
Kaabsan Real Estate,Kaabsan Real Estate,,,https://www.facebook.com/ads/library/ad/?id=1363655742354821,+252636100091 / +252636100150,
Jaalala,Jaalala,,,https://www.facebook.com/ads/library/ad/?id=1431673715451406,,
Miiqaat Travel Agency,Miiqaat Travel Agency,,,https://www.facebook.com/ads/library/ad/?id=27835052812801866,+634794983,
Waafi Loans Service,Waafi Loans Service,https://waafi-loans-som.lovable.app,,https://www.facebook.com/ads/library/ad/?id=1513152057222753,,
KAAFI Hospitals,KAAFI Hospitals,,,https://www.facebook.com/ads/library/ad/?id=1024384939990668,,
Muniza Restaurant,Muniza Restaurant,,,https://www.facebook.com/ads/library/ad/?id=1749474529404935,+771831517,
Daystar Academy- Branch Madina,Daystar Academy- Branch Madina,,,https://www.facebook.com/ads/library/ad/?id=1360206896209413,,
Somali Institute of Technology,Somali Institute of Technology,https://docs.google.com/forms/d/e/1FAIpQLSfBQEDG3OVp4uOy0PAC0Kf9Wevfv3O2LtvAqcsQ4qwJuzPDpw/viewform?usp=sharing&ouid=102913724507237562450,,https://www.facebook.com/ads/library/ad/?id=2049542555772467,+0611503009 / +252611503009,https://wa.me/252611503009
Galaysane Academy,Galaysane Academy,,,https://www.facebook.com/ads/library/ad/?id=1682107059546526,+252905030244,https://wa.me/252905030244
Samabile Professional College,Samabile Professional College,https://forms.gle/Rn29EetL1GSzYBMr8,,https://www.facebook.com/ads/library/ad/?id=1925843514768967,+252616771815,
Allauun Travel Agency,Allauun Travel Agency,,,https://www.facebook.com/ads/library/ad/?id=1653969232730252,+252615554424 / +619994427,
Caafi physiotherapy,Caafi physiotherapy,,,https://www.facebook.com/ads/library/ad/?id=1513296850109295,+252770614444,
Bermuda dry cleaners,Bermuda dry cleaners,,,https://www.facebook.com/ads/library/ad/?id=952022657922946,+617011727 / +952022657922946,
BarakaLife Pharmaceuticals,BarakaLife Pharmaceuticals,,,https://www.facebook.com/ads/library/ad/?id=1395886028505271,,
BaitoudHargeisa,BaitoudHargeisa,,,https://www.facebook.com/ads/library/ad/?id=1477066970841703,+0638083666,
Fursad Group,Fursad Group,,,https://www.facebook.com/ads/library/ad/?id=1606733130368800,+616278692,
